document_ID,cs_textrec_ID,page,text,OCMs,Combined
ss18-021,315,317,"Among the many considerations of the parents is a concern for their infant's manual dexterity. Warao are right-handed as a rule, but some are left-handed or ambidextrous. This is no cause for alarm; left-handed children are not “corrected.” On the contrary, naturally left-handed boatmen are appreciated on long journeys when the men paddle in rows along both gunwales of the canoe. There are also particular tasks in canoe making when it becomes an advantage to be a left-handed workman on the crew. Therefore, the parents of such a child let him be and only teach him how to hold the paddle properly. But here little goading is required. By the time a child can hold a paddle in his hands, he has observed his elders on so many occasions that paddle shaft and handle slide into the small fists almost naturally.","Ontogenetic data (145)
Development and maturation (856)
Transmission of skills (868)",no
ss18-021,316,318,"Having mastered the first step toward becoming a boatman, the drive to own his personal boat soon makes the youngster eager for the time when he will be strong enough to develop his skills. In this respect, my informants consistently assured me, the process is actually a matter of imitation and copying, not of teaching. Explained one expert canoe maker: “Nobody teaches a boy how to make a paddle or a canoe.” When asked why not, he replied, “Because he is a boy. Boys learn from watching. Boys just have to watch carefully.”What the informant did not tell me (but what fieldworkers, myself included, have observed) is that the canoe maker insists on having boys present when boats are being made. In other words, whereas adults may not engage in verbal instruction, they definitely require the presence of the learner when the opportunity for visual learning and instruction through demonstration presents itself. “The old Warao insists on performing this task [canoe-making] in cooperation with their children, grandchildren, and sons-in-law,” writes Suárez (1968:35).","Childhood activities (857)
Techniques of socialization (861)
Transmission of skills (868)",yes
ss18-021,317,349-350,"Skill-training of a canoe maker takes place in three distinct ways: (a) through general conditioning, (b) by the teaching of technical skills, and (c) by the transmission of esoteric skills.The general conditioning of the Warao male toward navigation begins during infancy. The daily routine of child care introduces him to life on the water. His first toys are model boats in the family corner and communal house. A child's playground is the landing place with its moored canoes. By the time a child of either sex is three years old his familiarity with canoes, paddles, and currents is so intimate that he can be trusted to go out on the river by himself.From the age of three on the conditioning of boys toward canoe construction becomes more intensive, quite different from that of the girls who will be required as adult women only to maneuver a canoe, which she learned to do as a child with the others. In the manufacturing process the woman plays at best an ancillary role. The father requires his prepuberty son to witness the different phases of canoe construction over and over again. But in addition to being exposed to the technical processes involved, the child also develops the realization that boat making requires esoteric skills on the part of the master craftsman. As technical skills are mastered the emphasis of the general conditioning shifts during adulthood to concentrate more on the esoteric skills. A man's aptitude for the career of craftsman which, according to the Indians, is a “natural” concomitant of being male is the result of such pervasive attitude conditioning. Casual though the general conditioning may appear to the outside observer, it is for the most part planned intentionally, a subject to which I return later on.",Transmission of skills (868),yes
ss18-021,318,353,"Moral education is the result of lifelong conditioning imparted mainly by the parents, the father-in-law and the tribal mythology. Nonformal (noninstitutional formal) education in ethical standards and moral conduct is provided by a hired expert during a ritual initiation for canoe makers. Fear of supernatural punishment serves as primary reinforcement for proper moral conduct. There are also indications that strict alignment with ethical standards may bring mystic experience as a reward. Such an experience will make the artisan pine for repeated encounters with the Mother Goddess, a yearning that turns him into a harsh proponent of the canoe maker's code lest he jeopardize his transcendental personal (and collective) purpose of life.","Revelation and divination (787)
Transmission of skills (868)",no
sp08-009,319,299,"In the days prior to the ceremony, the parents prepare the boy, teaching him religiously the traditions of the tribe, the responsibility which he is going to assume for keeping it strong and vigorous.","Transmission of cultural norms (867)
Puberty and initiation (881)",no
sp08-009,320,301,"On the day when the young man receives the bá , the chiefs communicate to him the secrets reserved for the men. They have him see the figures of the sacred animals, Aige , the Aroe , etc., teach him their own rites and songs, and admit him to all the ceremonies of the hunts and fishing trips. Finally he is considered in all and for all as a man, and already from then on he will be permitted to choose his future wife.","Community heads (622)
Transmission of beliefs (869)
Puberty and initiation (881)
Adulthood (885)",no
sp08-009,321,325,Another very important and efficacious means of education -- social education -- consists of the discourses that the chiefs and the elders make at night. All the numerous nonsecret feasts of the cult of the ancestors that take place in the aldeia also serve for the education of the lads.,"Family relationships (593)
Techniques of socialization (861)
Transmission of cultural norms (867)",no
sp08-009,322,464-465,"All the very extensive songs with the numerous and fanciful repetitions of verses and of portions of verse are preserved from generation to generation by means of the oral tradition. The youths undertake to learn beforehand the text with its concealed meaning, then the rhythm and the modulation of the voice, and finally the accompaniment with two gourds ( bapo ). Therefore the superstitious use of plants considered capable of helping the intelligence to learn and remember the songs and to make the voice strong in order to sing them is very common. For example: in [Page 465] 361 cont. order to learn to sing, it is sufficient to carbonize the fleshy root of the jureu, a bush, and to dirty the ears with the charcoal. In order to learn and remember wonderfully the songs and the legends, it is enough to chew the leaves of a plant called baxe ennoddo-re-u , or then to introduce into the orifice of the ear lobe a twig of the jowe e erubbo ; in order to have the voice beautiful and vibrant during the songs, they swallow the juice of the leaves of the ruo poroddogeba or else of the nabure e jorubbo .The bottobari is the specific remedy in order not to tire. The resin kidduguru, joined with the charcoal powder of its root, is used to draw two black lines from the auditory canal to almost the middle of the upper lip; with this the Indians can learn, retain, and sing their songs with all perfection.","Music (533)
Ethnobotany (824)
Ethnophysiology (827)
Ethnopsychology (828)
Transmission of skills (868)",yes
sp08-004,323,103,"Bororo fathers and mothers are very affectionate and patient with their children. Both parents teach the child how to talk, and when the child grows up and starts asking questions, they try to explain everything they are asked. The method of education is by advice and persuasion. In the village where I worked, a three-year-old girl once was crying and screaming loudly at her grandmother. The woman seemed not to pay too much attention to her behavior and kept talking gently to her, saying that she should not be angry with her grandparents because they were not maltreather; they were teaching her so she would know how to do things and would behave correctly; that when she grew up she would go to collect ako (one kind of nut) and pick ari , boko , and jatugo (fruits of the forest); that for these reasons they were talking to her. Sometimes, however, the Bororo make the children obey by threatening that some animals, owls or wolves, will come and eat their sexual organs. Very seldom is a child beaten; when it happens, it is only for special transgressions. Only once did I see a mother strike her daughter with a stick. She had found the child eating clay, and the child had been previously warned several times not to do it. The children are never forced to do something they do not want to do. A mother can ask her young daughter to go to the spring to get some water, but if the girl says itaidu kare --“I do not want to do it”--the mother will take the container and go to the spring herself.","Grandparents and grandchildren (603)
Child care (855)
Techniques of socialization (861)
Transmission of skills (868)",no
sp08-004,324,103,"At three or four years of age a girl will start to play with small baskets, straw trays, and fans that her mother [Page 104] makes for her. A boy will play with calabashes and with small bows and arrows made for him by his father. As they grow up girls and boys are educated by their mothers and fathers, respectively, in the tasks that they will perform as adults. The fact that the principal educator of a boy is his father has far-reaching consequences. Since the Bororo headman, boe eimejera , should be a good hunter, a good fisherman, a good craftsman, and above all an intellectual with great knowledge of tribal traditions, myths, and songs, and since all skills and knowledge are acquired from one's fathers and initiators, the office of headman is not transmitted matrilineally but goes from father to son. One may also become knowledgeable without having a knowledgeable father. He may receive the desired instruction from some other man, but only if he pays the man, i.e., if he gives presents of food in exchange for information. From his matrilineage, from his classificatory brothers, and from his namegiver (if he is one of his brothers) a man will inherit the right to ceremonial performances, names, and songs; but he will not be taught how to perform the ceremonies or how to sing the songs unless he pays his instructors. I quote here the words of a headman, which convey the Bororo thoughts about education:
If your father is a knowledgeable man, if he is a chief of the Bororo, he will want you to be like him, to be as knowledgeable as he is. He will will die but you will be here in his place, you will be the chief of the Bororo in his place. With this in mind he instructed you in all these things.
But suppose you do not listen to your father's [Page 105] words. He wants to teach you but you do not care and as a consequence you remain ignorant. The people will say, “It may be that his father was ignorant, and because of this he does not know anything.” I know things and thus the people do not gossip about my father. People say about me, “With him is his father's knowledge and reason.”
Another example. The people do not quarrel with your father or with your mother, nor do they quarrel with you; they will say, “Yes, he is the true child of his parents, he is just like they are.” But if you fight and quarrel with people, they will say: “He is not the child of his parents; they are different.”
However, if your father does not know things, you will kill some animal, you will catch some fish, and you will give them to someone who knows things, and he will teach you. The people will then say, “The father is no good, and yet his son speaks so well. He is not stingy with meat and fish and feathers. He is knowledgeable, because he is not stingy. So after having been an orphan, he is not an orphan anymore.” 1
Ao yoruduwa rak[unknown] -guragare, boe eimejerare aoche. Jorudu iwa rak[unknown] -guragare toro. Du tabore ichare ure awodudo. kodire aidure awo nono turyeore. Aerudu iwawo tuyorudu iwa rakà-guraga du uryeore. Rudumi tu vi mode ma aki akagurure tumugato kodi. Akiwo boe eimejerare aki tumugato. Kodire ure aerudu iwado tumearudae jam[unknown] du boeji. Oino.
Mare aki amearu toru kare ao boe eimejera bataruji. Aidure aerudu iwado, mare amearu toru kare bataruji. Kodire ichare aerudu iwa bokware. Kodire boe egore: ‘ao rabora yoruduwa bokware kodiba ichare aerudu iwa bokware. Oino. Imire paga karega iyorudu iware oino. Kodire boe emago kare toro iyogwaji. Boe egore apore uwo jorudae, mearudae meture.
Iya pugeje. Boe kori kare aoji, acheji. Du boe kori kare ai, arugodu kare, ako ki kare. Du boe ego mode: ‘u, onaregedu rugadu rabode. Kodire ichare ure nono tuje, tuwo uryeore. Iya keje ao pega kare, ache pega kare, akire ichare apegare. Boe kori barikare ai, arugodu kigodure, ako ki kigodure boei. Ao, ache onaregedu karega ure aki kodi. Aore tuginoi.
Mare ao yorudu iwa bokwa iya boeji, mare nonore ure. Kodire a mode iya karo, iya barogo a mode bito. Du a mode iya rogu maku t jorudu iwarewu mearudu iwarewu ai. Du tabore ichare u mode aerudu iwado. Du tabore boe ego mode: ‘Uwo pega, jorudu iwa bokwa kodi karega, akore oino. Mare jetori kare t iya ture bitowu karo, barogo, nabure kuido ikodo aro bu keje, kodire ichare jorudu iware oino, jetori bokware kodi. Du tabore ure jorudo iwado marenaru ui t pudumidu oto keje. Kodire ichare marenaru kare ema. Oino.’”","Gender status (562)
Family relationships (593)
Community heads (622)
Ethnosociology (829)
Transmission of skills (868)",no
si04-000,325,3,"The Abipón observed a distinct division of labor in their society. Women made clothes for their families, gathered eatable roots and fruits, prepared a fermented drink made of honey and/or alfaroba for their husbands, gathered water and wood for the family, made pottery, prepared the meals, did loom-weaving and played a major role in funerals. They also instructed girls in the domestic duties of females. Men engaged in warfare, hunted, prepared weapons, and tutored boys from their earliest age in the arts of riding, swimming, hunting, and warfare.In general, fathers took the responsibility of training their sons in skills they deemed necessary for their future life – riding, swimming, hunting, and warfare. Mothers, on the other hand, instructed their daughters in those domestic duties expected of females in Abipón society.  ","Alcoholic beverages (273)
Division of labor by gender (462)
Transmission of skills (868)",no
si04-001,326,213,"mongst the other good qualities of the married [Page 214] people amongst the Abipones, may be reckoned the tender affection which they display towards their offspring, in feeding, clothing, and taking care of them. To tutor the boys from their earliest age in the arts of riding, swimming, hunting, and fighting, is the chief care of the fathers. The girls are diligently instructed by their mothers in the domestic duties of females, and early inured to labour and inaccomodation. But this is worthy of censure in them, that however disobedient or refractory their children may be, they never have the courage to correct them with a word, much less with a blow. Alaykin, chief Cacique of the town of Concepcion, whenever he visited me, held a little boy five years of age upon his lap. This child, who was as restless as a young ape, would sometimes pull his father's nose or his hair, and sometimes struck his face. The old man, pleased at this, would cry—“Look, Father! can you ever doubt that this fearless boy will sometime come to be a famous soldier or captain, since he is not afraid of me, a leader so victorious and so formidable to the Spaniards?” The same boy would throw bones, horns, or any thing else he cold lay hold on, at his mother, when she came to call him home. The warlike father interpreted the child's insolence, which he ought to have punished, [Page 215] as the mark of an intrepid mind, and rewarded it with laughter, and even with praise. The too unbounded love which they bear their children incapacitates the savages from doing any thing to cause them pain. But every one knows that the immoderate fondness of parents is a frequent injury to children in Europe.","Division of labor by gender (462)
Family relationships (593)
Child care (855)
Techniques of socialization (861)
Aggression training (865)
Transmission of skills (868)",no
sh04-005,327,109,"In the past the intensive training of the kloketen began on the first night with a three to four day hunting expedition. He was drilled to be constant and fearless, to have endurance, to be an accurate bowman and to be skilled in tracking game. He was taught how to survive without meat, how to shelter himself in a snow storm and how to build a fire in the rain. All the men were his teachers but his supervisor and the counsellors had particular responsibility [Page 110] for him. The men endeavoured to harden him both morally and physically and to give him self-confidence as well. On the hunt, the party moved at a trot; crossing prairies and valleys, running over sandy and rocky beaches and scaling bluffs, hills and mountains. They waded through marshes, sank knee-deep into bogs, forded fast-flowing rivers and marched through rain or snow braced against the furious winds.","Hunting and trapping (224)
Transmission of skills (868)
Puberty and initiation (881)",no
sh04-001,328,380,"These hunting methods have been handed down, unchanged, from father to son, for there is no perfecting them. Since the weapons and implements have remained the same for the past centuries, the decision to adhere to the unaltered hunting methods seems justified. The Selk'nam can hunt only the indigenous animals and those that land on the coasts there; from the riches of the sea that surrounds their homeland, only occasionally does a stranded whale come for their benefit. To an extent scarcely worth mentioning, the woman also participates in acquiring food by gathering fish, lower sea-animals, and a few plant products. The Indian, to be sure, is faced with an undeniably limited choice among everything that is useful for subsistence; every other animal species, however, if it comes within range and offers him enough, more or less finds its way into his stomach. There are 270 no species that could be tamed for domestic animals, and there is a complete absence of the natural conditions for horticulture or agriculture. Therefore the life of the roving hunter is forced upon our Indian, if he wants to remain alive, by nature itself.","Sociocultural trends (178)
Functional and adaptational interpretations (182)
Hunting and trapping (224)
Marine hunting (225)
Fishing (226)
Domesticated animals (231)
Tillage (241)
Diet (262)
Division of labor by gender (462)
Transmission of skills (868)",no
sh04-001,329,500,"The father probably regards the baby rather casually. It is regarded as his duty, however, to instruct his growing sons in archery, in handling the sling, and in the making of some implements.","Division of labor by gender (462)
Infant care (854)
Transmission of skills (868)",no
sh04-001,330,557,"The more the children grow up and learn to understand the difference between the sexes, the vigilance of the elders increases. Unobtrusively and without much talk they know how to keep the boys away from the girls. The father often calls upon his boy for various services and assistance; the mother knows how to put her little daughter at all kinds of minor occupations. If one considers the roving way of life of our Indians, which keeps everybody on his feet almost all day long, there are not many hours left for the children to play freely and be together. How seldom do several families travel or live together for a longer period! Finally, when the opportunity does present itself, the boys as well as the girls stay by themselves from the start.Children are told in concise words, only casually and infrequently, but very plainly, how they are to behave toward the other sex:“Boys play with boys, girls stay by themselves.”","Gender status (562)
Sex training (864)
Transmission of cultural norms (867)",yes
sh04-001,331,569,"Above all, people want to make the child into a good human being, [unknown][unknown]n t[unknown][unknown] li[unknown] en , yet in relation to that it is guided only incidentally in the tasks or skills devolving upon its sex. We are dealing here with the young Feuerl√§nder /Fuegians/, that is, boys before their entrance into the 401 cont. Kloketen hut or girls before the onset of the first menses. During this time the child acquires all [Page 570] 401 cont. the useful knowledge, skills, and practical methods by way of spontaneous imitation and on his own initiative. The elders help very little. The boy watches the daily activity of his father or a relative, the girl observes her mother at work from early morning until late evening. The parents scarcely ever take the child aside in its early youth so that it may attempt a certain performance under their eyes. To be sure, even in Feuerland /Tierra del Fuego/ there is a purposeful guidance and systematic training of youth toward the desired accomplishments, but this is limited to the Kloketen period or to the onset of the first menstruation. That is, at that time the young people immediately face marriage. This is much better suited for training in all the accomplishments that a married person must have acquired in order to meet his duties in the economy. In addition, as no less necessary, the training of character and mind, as well as instruction in the tribal traditions, rules of life, and views of justice, is carried on with the same urgency.","Age stratification (561)
Status of children (858)
Techniques of socialization (861)
Transmission of cultural norms (867)",no
sh04-001,332,575,"The following sentences from the lips of aged Tenenesk, who expounded them to me with rare childlike simplicity, affect me, whenever I read them, like a record of the tragedy of the Selk'nam people. He was impressed by the naughtiness of the younger son of Nana; he had observed the rascal from his hut while I was sitting next to him: “My father always spoke in a good way to me and my brothers and sisters. Be industrious, get up early in the morning, do not quarrel with others! That is what he said. Just look, that one there [= Nana's son] is constantly fighting with others! My [Page 576] 405 cont. father did not allow such a thing. My father always said to me: Be congenial with others: be a good Selk'nam! Avoid quarreling with others! When you grow up and you quarrel with other people, there will be war; many Selk'nam will have to die, others will suffer much sorrow from it. Thus, much sorrow and pain will come to you too, because you will be guilty! In this way my father constantly warned me against quarreling with others. (91) 
Here he spoke from his innermost soul! For Tenenesk was a constant faultfinder, a pugnacious, vindictive nature, a feared medicine man.
He told me how I should practice ceaselessly with the sling, with bow and arrow. All this I followed!” After brief, silent reflection, he continued: “He spoke good words and often repeated them to me. I still know them all. That is why I act as my father said. I am therefore a good man; all the Selk'nam say that! ... That was customary in olden times, the adults always instructed the children. Today there is many a father who does not act like the Selk'nam of old. He does not instruct his children either. He lets them loaf about everywhere, but never says a good word to them. His children are lazy and indolent, work-shy and quarrelsome. Look at that one there! He is a ne'er-do-well and 406 a bad rascal; he is like his father. (92) 
Nana himself was quite degenerate and was avoided by all as a dangerous fellow.
That is why the Selk'nam people will perish, for many of them no longer have good words for their children!” The old man was wrapped in painful bitterness; for a long time he could not bring a syllable to his lips.","Sociocultural trends (178)
Ethnosociology (829)
Socialization (860)
Aggression training (865)
Transmission of cultural norms (867)
Transmission of skills (868)",no
sh04-001,333,578,"It was often confirmed to me in explicit words that among the customary exhortations an occasional reference to T[unknown] má[unknown] kel is not omitted. It is on this occasion that the children receive their first brief instruction about the Supreme Being. At the same time, the person giving the instruction refers to the prevailing laws and customs. The child is told: “‘The-one-up-there’ demands that everyone be a good human being. He does not want one to quarrel with others; he sees it if someone annoys the girls and women. ‘The-one-up-there’ sees it if someone does not adapt himself as the ancestors did.” I learned these few sentences verbatim as exhortation to an older boy. All the older people also make the children familiar with the Supreme Being in connection with the individual instruction. How else would they learn of this?","Techniques of socialization (861)
Transmission of beliefs (869)",no
sh04-001,334,746,"The principles for the training of children were set forth on. Every adult, above all the parents and closest relatives, knows that he is obligated to awaken moral judgment in the growing youth and to control their behavior.
Certain individual admonitions were recorded verbatim by a few travelers, thus by Borgatello  Cojazzi, Dabbene, Gallardo, and others. The last cannot avoid a high regard for them: “Continuamente los padres dan consejos a los hijos y son dignos de citarse ... por lo elevado de la idea The parents continually give advice to the children and are worthy of being quoted ... because ofof the ideas/.”
Impermissible action is punished, the faulty bent of character turned round for the better, the unseemly conduct prevented; punishments are also used. Through express teachings, through references to the conduct of exemplary persons, youth itself learns to estimate what is good and what is bad, in order to adapt accordingly.",Transmission of cultural norms (867),no
sh04-001,335,1439,"Without exception it is the younger people who have the duty of certain tasks and who have to expect various instructions from the leader. As is well known, in representing the spirits, much arbitrariness and momentary decision-making prevail in the sequence of their presentation and in the time of their appearance. On a given occasion everyone must stand ready to assume a specific role. The weather and the often even more rapidly changing mood of the men act determinatively, not only on the presentations during the Kloketen celebration, but quite generally in the lives and doings of our Indians. The younger participants also know their further duty to go hunting and bring in a new supply of meat. They do not wait until the leader asks them; rather, their willingness to serve drives them out soon enough by itself. The same is true for the gathering of firewood, which is used in large quantities. If a change of camp should become necessary, they are again the ones whose efforts are required first of all. But the participation of many in the same work makes everything easy; the happy gaiety suffers no loss through such occasional efforts, and everyone willingly lends a hand.","Transmission of cultural norms (867)
Puberty and initiation (881)
Adolescent activities (883)",no
sh04-001,336,1441,"Moreover, the men spend a great deal of time in practicing wrestling and shooting, though this is not regarded as a part of the Kloketen celebration. Anyone can also acquire great skill in the use of bow and arrow alone and elsewhere, but it is a powerful incentive if he can demonstrate his ability before others. A time is often set for practice shooting. In order to achieve mastery in wrestling, one also tests himself against various opponents. No opportunity more favorable for it than the gathering of so many men for this celebration is conceivable. The Great Hut offers space enough for practice, and only too frequently two young people eager for a fight station themselves opposite each other, encouraged by the circle of elders. 1013 One wrestling match is soon followed by another, and many hours pass in this way. Here the best wrestlers make themselves known, for everyone ventures to approach the stronger and strongest. All these endeavors serve not only as entertainment, but also as actual schooling, in which chiefly younger men participate.","Athletic sports (526)
Transmission of skills (868)
Puberty and initiation (881)",no
sh04-003,337,79,Children were given small bows with which they learned not only to shoot but to dodge one another's blunted arrows--an art on which their very existence might depend.,"Weapons (411)
Transmission of skills (868)",no
sh04-003,338,92,"All young men in the old days had to pass through a period of initiation lasting for about two years. During this time they were regarded as undergraduates or probationers ( klókten ). Most of the period was spent in solitude, except for the aid and company of a single dog, living on the lean meat of adult male guanaco that [Page 93] they might become strong and swift. For several weeks the novitiate was brought frequently to the initiation lodge (fig. 38),
FIG. 38.--Ona ceremonial lodge near Laguna de Pescados.
where he was terrified by masked men representing various spirits. Here also he was instructed in tribal lore and inculcated with all manly virtues, while he had to prove indifference to pain by allowing wood splinters thrust in his arm to burn themselves out against his flesh. Finally, when deemed fit for manhood, the true nature of the spirits that had terrified him were revealed, after he had been sworn to secrecy especially as regards the women and children, who were terrified at intervals by the masked apparitions.","Religious and educational structures (346)
Gender status (562)
Independence training (866)
Transmission of cultural norms (867)
Puberty and initiation (881)",no
sh04-005,339,3,"Tehuelche children were indulged and seldom corrected by their parents (Cooper, 1946:30). Women were primarily responsible for taking care of children. Other relatives and band members also recognized each child by participating in a variety of ceremonies marking the passage of the child through different developmental stages. Children learned about religious beliefs and social norms by participating in these ceremonies from earliest childhood. Children also learned other practical skills including hunting, gathering, weaving and tool making, from parents and band members.","Ceremonial during infancy and childhood (852)
Techniques of socialization (861)
Transmission of skills (868)",no
sh05-002,340,,"The boys soon learn the use of the weapons, and both boys and girls ride almost before they can walk: the sons rarely accompany the father to the chase before ten or twelve years of age, and do not join in fights till they are about sixteen years old, but there is no fixed period and no ceremonial to mark their admission to the state of manhood. The attainment of puberty by the girls is celebrated as described in page 80. From the age of nine or ten they are accustomed to help in household duties and manufactures, and about sixteen are eligible for the married life, though they often remain for several years spinsters. Marriages are always those of inclination, and if the damsel does not like the suitor for her hand, her parents never force her to comply with their wishes, although the match may be an advantageous one.","Basis of marriage (581)
Childhood activities (857)
Transmission of skills (868)
Puberty and initiation (881)",no
sh06-001,341,372,"The manner in which the women move in the water resembles our so-called paddle-stroke, or, as Martial:193, agreeing with Fitz-Roy (a):186, expresses himself, “is more like that of the dog than ours” /translated from French/. The mother teaches her daughter when she is still young. In a shallow inlet she rows her away from the shore, squats in the middle of the canoe, extends her outstretched arms over the upper edge and requests618 the girl to lie down on top of them, face downward; suddenly she draws her arms back and calls briefly: “Now swim!” The girl must now help herself until she has learned this art. Except for a few words of explanation, she receives no instruction. Sometimes during these exercises the mother places a flat stone on the girl's back.","Locomotion (481)
Transmission of skills (868)",no
sh06-001,342,408,"In instructing girls on the occasion of their first menstruation and in occasional conversations, older women repeat the following admonition in various words: “Do not give yourself to the first chap who comes along, who flatters you, but choose the one [Page 409] 643 cont. whom you really like. At first every chap will be so agreeable; later when he has married you, it turns out that he is crude or lazy or unbearable. Then you will have to suffer. So, consider before you decide!” Nelly added: “One must warn young girls and make them alert, otherwise they will thoughtlessly and prematurely say ‘yes’ to the first chap who comes along. Later when the young couple find they are unsuited to eath other, the elders among their relatives will suffer for it just as much as they themselves!” Likewise644 the young man is given a definite hint by his uncle to take as his bride only the girl with whom “he will live peaceably for the rest of his life.”",Transmission of cultural norms (867),no
sh06-001,343,563,"Precepts and admonitions are one aspect of education; the other consists of definite exercises and specific instruction in skill and manual dexterity. The boys are treated differently from the girls, in accordance with the division of labor prevailing in every family. This training is supposed to prepare them for the duties and particular sphere of work that await everyone. Until the child is three years old, it is entirely under its mother's care. From then on the father gradually draws his little son entirely to himself, plays with him, gives him errands, often calls on him to help, no matter how little, so that the child does not leave his side. Thus the boy learns about all his tools and types of work, observes him in all his activities and skills, and finally will have to test this and try out that. If he succeeds in his manipulations, he is praised; if he is still too awkward, he must repeat them and go on practicing until he feels secure. The demands that the father makes on his son increase step by step, and he is not really finished learning until he has reached marriageable age when he develops his full physical strength. An uncle will also keep after his nephew with much patience and tenacity, so that the boy will acquire enough dexterity and skill in the manipulation of weapons and tools, as well as in hunting, to be completely independent in obtaining food",Transmission of skills (868),no
sh06-001,344,719,"Instruction is not given individually, but to the whole group of candidates simultaneously. The teacher is a man of years, usually a venerable old man who acts in this capacity either from choice or at the invitation of the leader and the overseer. Sometimes one of these two men occupies this post, if circumstances demand it. In any case the teacher, known as u_w_la kin_na, is always an estimable personality demanding respect, of irreproachable character and perfect moral conduct, of mental superiority and acknowledged uprightness, well versed in the law of the tribe and exemplary in valiant manly deeds. Only a person who can honestly boast of many good characteristics will venture to face the young people as their teacher. He need not fear that he himself will give the lie to the admonitions that he offers them. They have an effect on the u_w_la that is all the more lasting because such a teacher stands before them as the embodiment of the accepted requirements.","Status, role, and prestige (554)
Transmission of cultural norms (867)
Puberty and initiation (881)
Status and treatment of the aged (888)",no
na06-066,345,105,"Childhood training, and therefore transmission of the culture as a whole, was also altered significantly. Formerly a boy underwent intensive training from infancy for adult responsibilities. He was taught, for example, to sit with his legs straight in front of him in preparation for the bidarky, and to bend his arm properly to propel the harpoon from this position. From the age of about ten years, he began to spend most of his time with his father or another man, acquiring the complex skills and knowledge necessary to survive and obtain a living in a bidarky. At about fifteen years he could hunt alone, and by the age of eighteen he could have his own bidarky. Girls were trained to outfit a man and his bidarky for the sea. During the long training period, children learned not only the skills necessary to livelihood; they were also taught the proverbs and legends, the mores and values, the ideal and actual behaviours which constitute Aleut culture. Traditional controls were thus instilled in the children and the largely informal social structure was handed down.","Acculturation and culture contact (177)
Sociocultural trends (178)
Transmission of cultural norms (867)
Transmission of skills (868)",no
na06-003,346,170-171,"“Although the Aleut does not give you, at first, the least idea that he has ever had any severe training of a heroic order, yet it is a fact that most of the young men, ere they become recognized hunters, had to ‘win their spurs,’ as it were. The old men always impress upon the native youth that great importance of strictly observing the customs of their forefathers in conducting the chase, and that neglect in this respect will surely bring upon them disaster and punishment; therefore the young men are encouraged to go to sea in gales of wind, and make difficult landings with their bidarkas at surf-washed places. Before the advent of Russian priests, every village had one or two old men at least, who considered it their especial business to educate the children; thereupon, in the morning or the evening when all were at home, these aged teachers would seat themselves in the centre of one of the largest village yourts or ‘oolagmuh:’ the young folks surrounded them, and listened attentively to what they said — sometimes failing memory [171] would cause the old preceptors to repeat over and over again the same advice or legend in the course of a lecture. The respect of the children, however, never allowed or occasioned an interruption of such a senile oration.”","Complete texts of hraf documents (116)
Transmission of skills (868)
Activities of the aged (887)",no
na06-001,347,143-144,"The teaching of religion and of all customs was handed down by them in a twofold manner: either through the father to the son, or by the uncle to his nephews. This instruction may be styled domestic. Another type of education was communal or public, where the teachers or mentors were not shamans, but old men who had survived to a ripe old age and who were famed for their exploits and irreproachable [144] life. Such oldsters considered it their obligation to instruct the young men at every opportunity. And this was done almost daily in the morning or evening, i. e. when all were home. For this purpose the old man walked to the middle of the barabora and sat down, while all the young people surrounded him and listened without interruption and attentively as long as he spoke, even if he were telling the same thing for the hundredth time. They listened as much out of respect for him, as an honored elder, as out of the feeling that it was their duty.","Complete texts of hraf documents (116)
Transmission of cultural norms (867)
Activities of the aged (887)",no
na06-002,348,71,"“Ámíx', the brother of a woman, was the educator of her sons. They lived in his house and worked for him. The reason was that a woman's children are more clearly related to her brother than to her husband. Every one knows her relation to her brother, but there is no evidence that the husband of their mother is really the father of her sons. The education of the nephews by the ámix' was very strict. His aim was to make them good hunters, and he did not spare them. The nephews had to get up early in the morning and perform all the duties which insure favorable results in hunting. They had to go to sea and wash their feet before taking any food. Clean feet of the hunter are believed to attract sea-animals. The nephew had to take care of his uncle's skin-boat and of his own, if he had one.”","Complete texts of hraf documents (116)
Residence (591)
Avuncular and nepotic relatives (604)
Childhood activities (857)
Transmission of skills (868)",no
